category,text
politics,"Դաժան պատերազմ, նյարդերի պայքար, քաոսի վտանգ"
politics,Ժամանակն է հանրային գիտակցության մեջ ձևավորելու և ամրապնդելու «հավաքական ընդդիմություն» գաղափարը. Վարդան Օսկանյան
politics,Հայաստան-ԵՄ գործընկերության նոր ռազմավարական օրակարգը նույնպես հարցեր է առաջացնում. Լավրով
politics,"«Այսօր փորձում են ջնջել մեր ինքնությունը, նույնիսկ հասել են նրան, որ փորձում են ասել, թե այս երկիրն էլ մերը չէ․ թույլ չենք տալու, հեռացիր»․ Ավետիք Չալաբյան"
politics,Արարատ Միրզոյանը և Կայա Կալասը քննարկել են ՀՀ–ԵՄ գործընկերության ռազմավարական օրակարգի հետագա կյանքի կոչման հարցեր
politics,ՀՀ-ում ԱՄՆ գործերի ժամանակավոր հավատարմատարը Դեյվիդ Ալենն է
politics,Հայաստանն ու Ադրբեջանը կարող են զգալ Իրանի դեմ ամերիկյան շրջափակման հետևանքները. CNN
politics,«Ազատ ոճով դպրոցական շարադրություն»․ Գեղամ Մանուկյանը՝ Արտաքին հետախուզության ծառայության զեկույցի մասին
politics,"«Առաջիկա ընտրություններում պետք է այնպես անենք, որ այս իշխանությունը գնա։ Ադրբեջանում մի սար կտան ու իրենք կգնան, և գուցեև այնտեղ էլ կապրեն». Ռուզան Ստեփանյան"
politics,"Ընտրողների ռեգիստրում անճշտությունները վերացնելու դիմումը անձնագրային բաժանմունք ներկայացնելու իրավունք ունի յուրաքանչյուր ոք, այդ թվում՝ իր անձին չվերաբերող տվյալների վերաբերյալ. ՀՔԱՎ"
politics,"«Ուզում են սինոդ ստեղծել, որ եկեղեցին կառավարելի դարձնեն»․ Գևորգ Դանիելյան"
politics,Էրդողանն ու Ֆիդանը նորություն չեն ասում
politics,Եվրոպական խորհրդարանն ընդունեց «Աջակցություն Հայաստանում ժողովրդավարական դիմակայունությանը» բանաձեւի նախագիծը
politics,"Արարատ Միրզոյանը և Աբդ Ալ-Սալամ բին Մուհամմադ Ալ-Մուրշիդին մտքեր են փոխանակել Հայաստանի և Օմանի մայրաքաղաքների միջև ուղիղ չվերթների հաստատման, մշակութային, զբոսաշրջության ոլորտներում համագործակցության զարգացման հեռանկարների շուրջ"
politics,"«Հայությունը չի ներել Նիկոլ Փաշինյանին՝ արցախցիներին Ադրբեջանի դեմ միայնակ թողնելու եւ Արցախը հայաթափելու համար, Փաշինյանը դա գիտի»․ Արթուր Խաչատրյան"
politics,"Ցեմենտի գործարանը փակվում էր, մենք կողքը մետալուրգիական էինք կառուցում: ՀԷԿ-ը ուզում են փակեն, մենք կողքը նոր ՀԷԿ ենք կառուցում. Նարեկ Կարապետյան"
politics,Կառավարությունը հաստատել է ՀՀ-ից ջերմատնային արտադրության թարմ պտուղբանջարեղենի և ծաղիկների արտահանման աջակցության միջոցառումը
politics,"«Գուցե նրանք ինչ-որ բան կոտրել են». Զախարովան զարմացած է, թե ինչպես է ՀՀ արտգործնախարարի նամակը հայտնվել «Ազատություն» ռադիոկայանի ձեռքում"
politics,"«Ձուկը գլխից է հոտում․ իրենց ղեկավարի պահվածքը փոքրիկ խմբակի անդամներին հիմք է տալիս, որ այդ դեպքերը շարունակվեն»"
politics,"Վարչապետը, փոխվարչապետերը և վարչապետի աշխատակազմի ղեկավարը ամեն ամիս են պարգևավճար ստանում"
politics,Հեռախոսազրույցի ընթացքում Փաշինյանը ևս մեկ անգամ ցավակցել է Կոբախիձեին
politics,"Եթե 1918-ին մեր պետականության հիմնադիրները առաջնորդվեին նիկոլական մտածողությամբ, այսօր պետականություն չէինք ունենա. Սաղաթելյան"
politics,"Մենք խոսում ենք երկիրը առաջ տանելու օրակարգից, իսկ իր առաջարկածը նույնն է, ինչ 8 տարի առաջ՝ բռնել, նստացնել. Իվետա Տոնոյան"
politics,"Չե՞ք ամաչում: Ամոթ չէ՞ ստանալ խաղաղության մրցանակ, ծափահարություններ ընդունել, երբ Հայաստանի քաղաքացիները շարունակում են Բաքվի բանտերում մնալ՝ առանց պատշաճ պաշտպանության. Ռուբեն Վարդանյան"
politics,"«Նիկոլ Փաշինյանի գլխավորած Հայաստանում ովքե՞ր են բանտում նստած՝ քաղաքական գործիչներ, սրբազաններ, լրագրողներ»․ ցույց ԵՄ գրասենյակի մոտ"
politics,Եվրամիությունը դատապարտում է Ռուսաստանի կողմից Հայաստանի նկատմամբ ճնշման ցանկացած փորձ
politics,"«Ո՞վ ասաց, որ ՀԷՑ-ը լավ վիճակում են վերցրել»․ Դավիթ Ղազինյան"
politics,"Ադրբեջանի «խաղաղասիրական» ժեստերի հետևում շարունակում է գործել բռնության, նվաստացման և քաղաքական հաշվեհարդարի տրամաբանությունը"
politics,"«Ես կխնդրեմ՝ այս զուգադիպության մեջ որեւէ այլ բան չփնտրել։ Զուտ՝ պասերով-պասերով, երեխեք»․ Լիլիթ Մինասյանը՝ ընդդիմությանը"
politics,«Լեւոն Տեր Պետրոսյանը զտարյուն դաշնակցական է»․ Նիկոլ Փաշինյանը պատասխանեց նախկին նախագահներին
politics,ՀՀ ՊՆ մամուլի խոսնակ․ Քանաքեռի Սուրբ Աստվածածին եկեղեցու մոտ Ռազմական ոստիկանությունը բնականոն ծառայություն է իրականացնում․ Sputnik Արմենիա
politics,"«Պետք է վարույթ իրականացվի եւ պարզվի Նիկոլ Փաշինյանի, Սուրեն Պապիկյանի, Լիլիթ Մակունցի եւ Արայիկ Հարությունյանի ներգրավվածությունն այս հանցավոր արարքների կատարմանը»"
politics,Էհսան Մովահեդիան. Իսրայելի հարաբերությունների խորացումը Բաքվի և Ղազախստանի հետ սպառնում է Հայաստանի և Իրանի անվտանգությանը
politics,"Հայաստանը պաշտպանություն է փնտրում սպառնալիքի անմիջական աղբյուրի մոտ, բայց դա երկրի ղեկավարության ընտրությունն է. Շոյգու"
politics,"«Մարդկանց ասել են, որ գաղտնի տեսախցիկներով վերահսկելու են, թե ում են ընտրում»․ ի՞նչ խախտումներ է արձանագրել «Ուժեղ Հայաստան»-ը"
politics,"Դուք այն ուժերն եք, որ մեր ժողովրդի ամենածանր պահին լռեցիք, կամ ընդամենը ձեւական հայտարարություններ արեցիք. Մետաքսե Հակոբյանը՝ եվրոպացի պաշտոնյաներին"
